ano,sigla_uf,rede,ensino,ano_escolar,taxa_aprovacao
2007,SC,privada,fundamental,7,97.1
2007,SC,privada,fundamental,8,96.1
2007,SC,privada,fundamental,9,96.7
2007,SC,privada,medio,1,94.2
2007,SC,privada,medio,2,96.4
2007,SC,privada,medio,3,97.6
2007,SC,privada,medio,4,
2007,SC,publica,fundamental,1,97.7
2007,SC,publica,fundamental,2,88.8
2007,SC,publica,fundamental,3,90.1
2007,SC,publica,fundamental,4,93.1
2007,SC,publica,fundamental,5,93.7
2007,SC,publica,fundamental,6,82.5
2007,SC,publica,fundamental,7,85
2007,SC,publica,fundamental,8,87.8
2007,SC,publica,fundamental,9,91.7
2007,SC,total,fundamental,1,97.7
2007,SC,total,fundamental,2,90.2
2007,SC,total,fundamental,3,90.6
2007,SC,total,fundamental,4,93.5
2007,SC,total,fundamental,5,94.1
2007,SC,total,fundamental,6,83.4
2007,SC,total,fundamental,7,85.9
2007,SC,total,fundamental,8,88.4
2007,SC,total,fundamental,9,92.2
2007,SC,total,medio,1,77.9
2007,SC,total,medio,2,86.3
2007,SC,total,medio,3,88.7
2007,SC,total,medio,4,82.8
2007,SE,estadual,fundamental,1,87.4
2007,SE,estadual,fundamental,2,66.7
2007,SE,estadual,fundamental,3,76.4
2007,SE,estadual,fundamental,4,80.5
2007,SE,estadual,fundamental,5,80.5
2007,SE,estadual,fundamental,6,59.3
2007,SE,estadual,fundamental,7,68.1
2007,SE,estadual,fundamental,8,75.2
2007,SE,estadual,fundamental,9,76.2
2007,SE,estadual,medio,1,57.3
2007,SE,estadual,medio,2,72.1
2007,SE,estadual,medio,3,79.4
2007,SE,estadual,medio,4,90.1
2007,SE,privada,fundamental,1,98.4
2007,SE,privada,fundamental,2,96.1
2007,SE,privada,fundamental,3,96.8
2007,SE,privada,fundamental,4,97.1
2007,SE,privada,fundamental,5,96.3
2007,SE,privada,fundamental,6,90.4
2007,SE,privada,fundamental,7,90
2007,SE,privada,fundamental,8,92.9
2007,SE,privada,fundamental,9,92
2007,SE,privada,medio,1,85.7
2007,SE,privada,medio,2,92.4
2007,SE,privada,medio,3,95
2007,SE,privada,medio,4,98.4
2007,SE,publica,fundamental,1,87.7
2007,SE,publica,fundamental,2,61.6
2007,SE,publica,fundamental,3,71.5
2007,SE,publica,fundamental,4,75.4
2007,SE,publica,fundamental,5,78
2007,SE,publica,fundamental,6,57
2007,SE,publica,fundamental,7,67.4
2007,SE,publica,fundamental,8,74.8
2007,SE,publica,fundamental,9,76.1
2007,SE,total,fundamental,1,88.9
2007,SE,total,fundamental,2,64.8
2007,SE,total,fundamental,3,74
2007,SE,total,fundamental,4,77.6
2007,SE,total,fundamental,5,79.9
2007,SE,total,fundamental,6,59.8
2007,SE,total,fundamental,7,69.8
2007,SE,total,fundamental,8,77.1
2007,SE,total,fundamental,9,78.4
2007,SE,total,medio,1,60.7
2007,SE,total,medio,2,75.1
2007,SE,total,medio,3,81.9
2007,SE,total,medio,4,90.2
2007,SP,estadual,fundamental,1,95.5
2007,SP,estadual,fundamental,2,97
2007,SP,estadual,fundamental,3,97.9
2007,SP,estadual,fundamental,4,98.1
2007,SP,estadual,fundamental,5,91.1
2007,SP,estadual,fundamental,6,92.5
2007,SP,estadual,fundamental,7,92.1
2007,SP,estadual,fundamental,8,90.6
2007,SP,estadual,fundamental,9,80.2
2007,SP,estadual,medio,1,72.3
2007,SP,estadual,medio,2,78.8
2007,SP,estadual,medio,3,82.9
2007,SP,estadual,medio,4,
2007,SP,privada,fundamental,1,99.1
2007,SP,privada,fundamental,2,98.6
2007,SP,privada,fundamental,3,98.2
2007,SP,privada,fundamental,4,99.2
2007,SP,privada,fundamental,5,98.4
2007,SP,privada,fundamental,6,97.5
2007,SP,privada,fundamental,7,96.6
2007,SP,privada,fundamental,8,97
2007,SP,privada,fundamental,9,97.2
2007,SP,privada,medio,1,93.3
2007,SP,privada,medio,2,96.6
2007,SP,privada,medio,3,98.6
2007,SP,privada,medio,4,93.5
2007,SP,publica,fundamental,1,98.4
2007,SP,publica,fundamental,2,94.6
2007,SP,publica,fundamental,3,93.4
2007,SP,publica,fundamental,4,96.4
2007,SP,publica,fundamental,5,90.7
2007,SP,publica,fundamental,6,91.3
2007,SP,publica,fundamental,7,90.9
2007,SP,publica,fundamental,8,90
2007,SP,publica,fundamental,9,80.7
2007,SP,total,fundamental,1,98.7
2007,SP,total,fundamental,2,95.6
2007,SP,total,fundamental,3,94.5
2007,SP,total,fundamental,4,97.2
2007,SP,total,fundamental,5,92.1
2007,SP,total,fundamental,6,92.6
2007,SP,total,fundamental,7,92.1
2007,SP,total,fundamental,8,91.4
2007,SP,total,fundamental,9,83.4
2007,SP,total,medio,1,74.9
2007,SP,total,medio,2,81.2
2007,SP,total,medio,3,85.3
2007,SP,total,medio,4,92.8
2007,TO,estadual,fundamental,1,98.3
2007,TO,estadual,fundamental,2,89.2
2007,TO,estadual,fundamental,3,91.7
2007,TO,estadual,fundamental,4,92.8
2007,TO,estadual,fundamental,5,93.2
2007,TO,estadual,fundamental,6,84.8
2007,TO,estadual,fundamental,7,85.4
2007,TO,estadual,fundamental,8,86.4
2007,TO,estadual,fundamental,9,87.5
2007,TO,estadual,medio,1,74.4
2007,TO,estadual,medio,2,80.6
2007,TO,estadual,medio,3,86.2
2007,TO,estadual,medio,4,90.7
2007,TO,privada,fundamental,1,96.9
2007,TO,privada,fundamental,2,98.4
2007,TO,privada,fundamental,3,99
2007,TO,privada,fundamental,4,98.7
2007,TO,privada,fundamental,5,98.5
2007,TO,privada,fundamental,6,96.4
2007,TO,privada,fundamental,7,96.9
2007,TO,privada,fundamental,8,95.5
2007,TO,privada,fundamental,9,95.4
2007,TO,privada,medio,1,87.6
2007,TO,privada,medio,2,93.5
2007,TO,privada,medio,3,93.9
2007,TO,privada,medio,4,
2007,TO,publica,fundamental,1,96.4
2007,TO,publica,fundamental,2,83.1
2007,TO,publica,fundamental,3,87.8
2007,TO,publica,fundamental,4,89.8
2007,TO,publica,fundamental,5,91.5
2007,TO,publica,fundamental,6,82.9
2007,TO,publica,fundamental,7,84.6
2007,TO,publica,fundamental,8,85.9
2007,TO,publica,fundamental,9,87.4
2007,TO,total,fundamental,1,96.4
2007,TO,total,fundamental,2,84.1
2007,TO,total,fundamental,3,88.4
2007,TO,total,fundamental,4,90.3
2007,TO,total,fundamental,5,91.8
2007,TO,total,fundamental,6,83.6
2007,TO,total,fundamental,7,85.2
2007,TO,total,fundamental,8,86.4
2007,TO,total,fundamental,9,87.8
2007,TO,total,medio,1,74.8
2007,TO,total,medio,2,81.1
2007,TO,total,medio,3,86.6
2007,TO,total,medio,4,90.2
2009,AC,estadual,fundamental,1,93.1
2009,AC,estadual,fundamental,2,78.5
2009,AC,estadual,fundamental,3,85.5
2009,AC,estadual,fundamental,4,90.4
2009,AC,estadual,fundamental,5,92.9
2009,AC,estadual,fundamental,6,87.1
2009,AC,estadual,fundamental,7,89.9
2009,AC,estadual,fundamental,8,90.7
2009,AC,estadual,fundamental,9,88.1
2009,AC,estadual,medio,1,74
2009,AC,estadual,medio,2,80.7
2009,AC,estadual,medio,3,82.1
2009,AC,estadual,medio,4,87.5
2009,AC,privada,fundamental,1,99.2
2009,AC,privada,fundamental,2,98.3
2009,AC,privada,fundamental,3,98.8
2009,AC,privada,fundamental,4,99.4
2009,AC,privada,fundamental,5,98.8
2009,AC,privada,fundamental,6,95.6
2009,AC,privada,fundamental,7,97.6
2009,AC,privada,fundamental,8,96.3
2009,AC,privada,fundamental,9,95.6
2009,AC,privada,medio,1,91.2
2009,AC,privada,medio,2,93.4
2009,AC,privada,medio,3,96
2009,AC,privada,medio,4,
2009,AC,publica,fundamental,1,91.6
2009,AC,publica,fundamental,2,71.5
2009,AC,publica,fundamental,3,82.5
2009,AC,publica,fundamental,4,88.4
2009,AC,publica,fundamental,5,91.3
2009,AC,publica,fundamental,6,85.6
2009,AC,publica,fundamental,7,88.9
2009,AC,publica,fundamental,8,90.3
2009,AC,publica,fundamental,9,88.4
2009,AC,total,fundamental,1,91.9
2009,AC,total,fundamental,2,72.3
2009,AC,total,fundamental,3,83.1
2009,AC,total,fundamental,4,88.9
2009,AC,total,fundamental,5,91.6
2009,AC,total,fundamental,6,86
2009,AC,total,fundamental,7,89.3
2009,AC,total,fundamental,8,90.7
2009,AC,total,fundamental,9,88.7
2009,AC,total,medio,1,74.9
2009,AC,total,medio,2,81.6
2009,AC,total,medio,3,83.1
2009,AC,total,medio,4,87.5
2009,AL,estadual,fundamental,1,84.2
2009,AL,estadual,fundamental,2,85
2009,AL,estadual,fundamental,3,67.7
2009,AL,estadual,fundamental,4,86.4
2009,AL,estadual,fundamental,5,74.4
2009,AL,estadual,fundamental,6,57.5
2009,AL,estadual,fundamental,7,63.8
2009,AL,estadual,fundamental,8,68
2009,AL,estadual,fundamental,9,71
2009,AL,estadual,medio,1,59.8
2009,AL,estadual,medio,2,69.3
2009,AL,estadual,medio,3,78.4
2009,AL,estadual,medio,4,91.9
2009,AL,privada,fundamental,1,97.4
2009,AL,privada,fundamental,2,96.2
2009,AL,privada,fundamental,3,97
2009,AL,privada,fundamental,4,97.5
2009,AL,privada,fundamental,5,97.3
2009,AL,privada,fundamental,6,92.6
2009,AL,privada,fundamental,7,92.3
2009,AL,privada,fundamental,8,92.9
2009,AL,privada,fundamental,9,91.3
2009,AL,privada,medio,1,85.4
2009,AL,privada,medio,2,91
2009,AL,privada,medio,3,95
2009,AL,privada,medio,4,94.7
2009,AL,publica,fundamental,1,92.4
2009,AL,publica,fundamental,2,90.8
2009,AL,publica,fundamental,3,72.3
2009,AL,publica,fundamental,4,88.7
2009,AL,publica,fundamental,5,78.6
2009,AL,publica,fundamental,6,60.4
2009,AL,publica,fundamental,7,66.5
2009,AL,publica,fundamental,8,70.4
2009,AL,publica,fundamental,9,73.9
2009,AL,total,fundamental,1,92.9
2009,AL,total,fundamental,2,91.3
2009,AL,total,fundamental,3,74.2
2009,AL,total,fundamental,4,89.5
2009,AL,total,fundamental,5,80.2
2009,AL,total,fundamental,6,62.6
2009,AL,total,fundamental,7,68.8
2009,AL,total,fundamental,8,72.7
2009,AL,total,fundamental,9,75.9
2009,AL,total,medio,1,63
2009,AL,total,medio,2,72.6
2009,AL,total,medio,3,81.6
2009,AL,total,medio,4,91.6
2009,AM,estadual,fundamental,1,93.8
2009,AM,estadual,fundamental,2,91.2
2009,AM,estadual,fundamental,3,77.4
2009,AM,estadual,fundamental,4,94.4
2009,AM,estadual,fundamental,5,87.2
2009,AM,estadual,fundamental,6,72.2
2009,AM,estadual,fundamental,7,77
2009,AM,estadual,fundamental,8,78.2
2009,AM,estadual,fundamental,9,80.1
2009,AM,estadual,medio,1,70.2
2009,AM,estadual,medio,2,77.7
2009,AM,estadual,medio,3,83.9
2009,AM,estadual,medio,4,100
2009,AM,privada,fundamental,1,95.2
2009,AM,privada,fundamental,2,96.3
2009,AM,privada,fundamental,3,97.2
2009,AM,privada,fundamental,4,97.1
2009,AM,privada,fundamental,5,97.8
2009,AM,privada,fundamental,6,94.3
2009,AM,privada,fundamental,7,94
2009,AM,privada,fundamental,8,94.8
2009,AM,privada,fundamental,9,93.9
2009,AM,privada,medio,1,87.8
2009,AM,privada,medio,2,93.5
2009,AM,privada,medio,3,96.3
2009,AM,privada,medio,4,
2009,AM,publica,fundamental,1,89.4
2009,AM,publica,fundamental,2,74.6
2009,AM,publica,fundamental,3,71.8
2009,AM,publica,fundamental,4,82.4
2009,AM,publica,fundamental,5,80.8
2009,AM,publica,fundamental,6,69.5
2009,AM,publica,fundamental,7,75.4
2009,AM,publica,fundamental,8,77.8
2009,AM,publica,fundamental,9,79.8
2009,AM,total,fundamental,1,90
2009,AM,total,fundamental,2,76
2009,AM,total,fundamental,3,73.3
2009,AM,total,fundamental,4,83.5
2009,AM,total,fundamental,5,81.9
2009,AM,total,fundamental,6,70.9
2009,AM,total,fundamental,7,76.6
2009,AM,total,fundamental,8,78.9
2009,AM,total,fundamental,9,80.7
2009,AM,total,medio,1,71.3
2009,AM,total,medio,2,78.7
2009,AM,total,medio,3,84.7
2009,AM,total,medio,4,100
2009,AP,estadual,fundamental,1,0
2009,AP,estadual,fundamental,2,69.4
2009,AP,estadual,fundamental,3,79.1
2009,AP,estadual,fundamental,4,82.4
2009,AP,estadual,fundamental,5,87.6
2009,AP,estadual,fundamental,6,79.4
2009,AP,estadual,fundamental,7,83.5
2009,AP,estadual,fundamental,8,85.4
2009,AP,estadual,fundamental,9,86.7
2009,AP,estadual,medio,1,62.6
2009,AP,estadual,medio,2,72.9
2009,AP,estadual,medio,3,74.8
2009,AP,estadual,medio,4,
2009,AP,privada,fundamental,1,98.6
2009,AP,privada,fundamental,2,93.7
2009,AP,privada,fundamental,3,92.8
2009,AP,privada,fundamental,4,97.2
2009,AP,privada,fundamental,5,97.2
2009,AP,privada,fundamental,6,96
2009,AP,privada,fundamental,7,97.2
2009,AP,privada,fundamental,8,98.1
2009,AP,privada,fundamental,9,98.5
2009,AP,privada,medio,1,95
2009,AP,privada,medio,2,97.4
2009,AP,privada,medio,3,98
2009,AP,privada,medio,4,88.9
2009,AP,publica,fundamental,1,98
2009,AP,publica,fundamental,2,73.8
2009,AP,publica,fundamental,3,79.1
2009,AP,publica,fundamental,4,82.7
2009,AP,publica,fundamental,5,87.3
2009,AP,publica,fundamental,6,79.3
2009,AP,publica,fundamental,7,83.3
2009,AP,publica,fundamental,8,85.4
2009,AP,publica,fundamental,9,86.8
2009,AP,total,fundamental,1,98.1
2009,AP,total,fundamental,2,75
2009,AP,total,fundamental,3,79.8
2009,AP,total,fundamental,4,83.6
2009,AP,total,fundamental,5,87.9
2009,AP,total,fundamental,6,80.3
2009,AP,total,fundamental,7,84.1
2009,AP,total,fundamental,8,86.4
2009,AP,total,fundamental,9,87.8
2009,AP,total,medio,1,64.4
2009,AP,total,medio,2,74.7
2009,AP,total,medio,3,76.8
2009,AP,total,medio,4,88.9
2009,BA,estadual,fundamental,1,80.2
2009,BA,estadual,fundamental,2,59.8
2009,BA,estadual,fundamental,3,65.9
2009,BA,estadual,fundamental,4,72.3
2009,BA,estadual,fundamental,5,74.6
2009,BA,estadual,fundamental,6,57.5
2009,BA,estadual,fundamental,7,65.2
2009,BA,estadual,fundamental,8,67.9
2009,BA,estadual,fundamental,9,72.1
2009,BA,estadual,medio,1,59.8
2009,BA,estadual,medio,2,70.2
2009,BA,estadual,medio,3,77
2009,BA,estadual,medio,4,84.5
2009,BA,privada,fundamental,1,96
2009,BA,privada,fundamental,2,96.3
2009,BA,privada,fundamental,3,97.3
2009,BA,privada,fundamental,4,97.4
2009,BA,privada,fundamental,5,97.4
2009,BA,privada,fundamental,6,92.8
2009,BA,privada,fundamental,7,92.3
2009,BA,privada,fundamental,8,91.6
2009,BA,privada,fundamental,9,92.7
2009,BA,privada,medio,1,86.9
2009,BA,privada,medio,2,93.1
2009,BA,privada,medio,3,96.2
2009,BA,privada,medio,4,98.6
2009,BA,publica,fundamental,1,89.8
2009,BA,publica,fundamental,2,73.2
2009,BA,publica,fundamental,3,71.9
2009,BA,publica,fundamental,4,77.9
2009,BA,publica,fundamental,5,80.5
2009,BA,publica,fundamental,6,61.4
2009,BA,publica,fundamental,7,69
2009,BA,publica,fundamental,8,72.6
2009,BA,publica,fundamental,9,77.8
2009,BA,total,fundamental,1,90.3
2009,BA,total,fundamental,2,75.2
2009,BA,total,fundamental,3,74
2009,BA,total,fundamental,4,79.5
2009,BA,total,fundamental,5,81.9
2009,BA,total,fundamental,6,63.2
2009,BA,total,fundamental,7,70.6
2009,BA,total,fundamental,8,74
2009,BA,total,fundamental,9,79
2009,BA,total,medio,1,61.7
2009,BA,total,medio,2,72.2
2009,BA,total,medio,3,78.9
2009,BA,total,medio,4,88.6
2009,CE,estadual,fundamental,1,86
2009,CE,estadual,fundamental,2,89.5
2009,CE,estadual,fundamental,3,86.3
2009,CE,estadual,fundamental,4,84.2
2009,CE,estadual,fundamental,5,83.4
2009,CE,estadual,fundamental,6,77.7
2009,CE,estadual,fundamental,7,79.5
2009,CE,estadual,fundamental,8,82
2009,CE,estadual,fundamental,9,86
2009,CE,estadual,medio,1,72.7
2009,CE,estadual,medio,2,79.1
2009,CE,estadual,medio,3,85
2009,CE,estadual,medio,4,88.8
2009,CE,privada,fundamental,1,95.2
2009,CE,privada,fundamental,2,96.5
2009,CE,privada,fundamental,3,97.2
2009,CE,privada,fundamental,4,96.8
2009,CE,privada,fundamental,5,96.7
2009,CE,privada,fundamental,6,94.3
2009,CE,privada,fundamental,7,94.1
2009,CE,privada,fundamental,8,93.8
2009,CE,privada,fundamental,9,93.6
2009,CE,privada,medio,1,90.3
2009,CE,privada,medio,2,94.4
2009,CE,privada,medio,3,97.2
2009,CE,privada,medio,4,87.1
2009,CE,publica,fundamental,1,93.1
2009,CE,publica,fundamental,2,87.1
2009,CE,publica,fundamental,3,85.4
2009,CE,publica,fundamental,4,86
2009,CE,publica,fundamental,5,87
2009,CE,publica,fundamental,6,78.3
2009,CE,publica,fundamental,7,82.5
2009,CE,publica,fundamental,8,84.6
2009,CE,publica,fundamental,9,88.5
2009,CE,total,fundamental,1,93.5
2009,CE,total,fundamental,2,88.8
2009,CE,total,fundamental,3,87.3
2009,CE,total,fundamental,4,87.8
2009,CE,total,fundamental,5,88.5
2009,CE,total,fundamental,6,80.3
2009,CE,total,fundamental,7,84
2009,CE,total,fundamental,8,85.8
2009,CE,total,fundamental,9,89.2
2009,CE,total,medio,1,74.4
2009,CE,total,medio,2,80.9
2009,CE,total,medio,3,86.6
2009,CE,total,medio,4,89.4
2009,DF,estadual,fundamental,1,96.7
2009,DF,estadual,fundamental,2,97.5
2009,DF,estadual,fundamental,3,81.8
2009,DF,estadual,fundamental,4,89.1
2009,DF,estadual,fundamental,5,93.2
2009,DF,estadual,fundamental,6,76
2009,DF,estadual,fundamental,7,80.3
2009,DF,estadual,fundamental,8,84.4
2009,DF,estadual,fundamental,9,82.3
2009,DF,estadual,medio,1,63.1
2009,DF,estadual,medio,2,77.3
2009,DF,estadual,medio,3,82.3
2009,DF,estadual,medio,4,
2009,DF,privada,fundamental,1,98.8
2009,DF,privada,fundamental,2,98.7
2009,DF,privada,fundamental,3,98.9
2009,DF,privada,fundamental,4,98.7
2009,DF,privada,fundamental,5,99
2009,DF,privada,fundamental,6,95.2
2009,DF,privada,fundamental,7,93.5
2009,DF,privada,fundamental,8,93.4
2009,DF,privada,fundamental,9,93.5
2009,DF,privada,medio,1,86.4
2009,DF,privada,medio,2,92.3
2009,DF,privada,medio,3,95.7
2009,DF,privada,medio,4,
2009,DF,publica,fundamental,1,96.7
2009,DF,publica,fundamental,2,97.5
2009,DF,publica,fundamental,3,81.8
2009,DF,publica,fundamental,4,89.1
2009,DF,publica,fundamental,5,93.2
2009,DF,publica,fundamental,6,79.9
2009,DF,publica,fundamental,7,79.5
2009,DF,publica,fundamental,8,81.1
2009,DF,publica,fundamental,9,80.9
2009,DF,total,fundamental,1,97.3
2009,DF,total,fundamental,2,97.8
2009,DF,total,fundamental,3,85.3
2009,DF,total,fundamental,4,91.2
2009,DF,total,fundamental,5,94.5
2009,DF,total,fundamental,6,80
2009,DF,total,fundamental,7,83.4
2009,DF,total,fundamental,8,86.8
2009,DF,total,fundamental,9,85.5
2009,DF,total,medio,1,68
2009,DF,total,medio,2,81.8
2009,DF,total,medio,3,86.5
2009,DF,total,medio,4,
2009,ES,estadual,fundamental,1,97
2009,ES,estadual,fundamental,2,95.7
2009,ES,estadual,fundamental,3,87.3
2009,ES,estadual,fundamental,4,89.8
2009,ES,estadual,fundamental,5,91.9
2009,ES,estadual,fundamental,6,77.7
2009,ES,estadual,fundamental,7,79.1
2009,ES,estadual,fundamental,8,80.3
2009,ES,estadual,fundamental,9,79.5
2009,ES,estadual,medio,1,63.7
2009,ES,estadual,medio,2,73.1
2009,ES,estadual,medio,3,80.9
2009,ES,estadual,medio,4,73.4
2009,ES,privada,fundamental,1,98.8
2009,ES,privada,fundamental,2,98.6
2009,ES,privada,fundamental,3,98.8
2009,ES,privada,fundamental,4,98.9
2009,ES,privada,fundamental,5,98.4
2009,ES,privada,fundamental,6,95.4
2009,ES,privada,fundamental,7,94.1
2009,ES,privada,fundamental,8,94.8
2009,ES,privada,fundamental,9,93
2009,ES,privada,medio,1,89.1
2009,ES,privada,medio,2,94.7
2009,ES,privada,medio,3,98.9
2009,ES,privada,medio,4,95.3
2009,ES,publica,fundamental,1,97.7
2009,ES,publica,fundamental,2,90.5
2009,ES,publica,fundamental,3,85.4
2009,ES,publica,fundamental,4,88.3
2009,ES,publica,fundamental,5,90.7
2009,ES,publica,fundamental,6,75
2009,ES,publica,fundamental,7,76.7
2009,ES,publica,fundamental,8,79.3
2009,ES,publica,fundamental,9,81.9
2009,ES,total,fundamental,1,97.9
2009,ES,total,fundamental,2,91.4
2009,ES,total,fundamental,3,86.7
2009,ES,total,fundamental,4,89.4
2009,ES,total,fundamental,5,91.6
2009,ES,total,fundamental,6,77.1
2009,ES,total,fundamental,7,78.7
2009,ES,total,fundamental,8,81.2
2009,ES,total,fundamental,9,83.4
2009,ES,total,medio,1,67.2
2009,ES,total,medio,2,76.4
2009,ES,total,medio,3,84
2009,ES,total,medio,4,83.8
2009,GO,estadual,fundamental,1,97
2009,GO,estadual,fundamental,2,87.4
2009,GO,estadual,fundamental,3,90.3
2009,GO,estadual,fundamental,4,91.9
2009,GO,estadual,fundamental,5,92.7
2009,GO,estadual,fundamental,6,78.7
2009,GO,estadual,fundamental,7,77.9
2009,GO,estadual,fundamental,8,80.4
2009,GO,estadual,fundamental,9,79.8
2009,GO,estadual,medio,1,64.3
2009,GO,estadual,medio,2,74.5
2009,GO,estadual,medio,3,80.9
2009,GO,estadual,medio,4,75
2009,GO,privada,fundamental,1,97.7
2009,GO,privada,fundamental,2,97.9
2009,GO,privada,fundamental,3,98.2
2009,GO,privada,fundamental,4,97.8
2009,GO,privada,fundamental,5,98
2009,GO,privada,fundamental,6,94.8
2009,GO,privada,fundamental,7,94.4
2009,GO,privada,fundamental,8,94
2009,GO,privada,fundamental,9,94.2
2009,GO,privada,medio,1,88.4
2009,GO,privada,medio,2,93.7
2009,GO,privada,medio,3,96.1
2009,GO,privada,medio,4,100
2009,GO,publica,fundamental,1,95.1
2009,GO,publica,fundamental,2,84.5
2009,GO,publica,fundamental,3,87.3
2009,GO,publica,fundamental,4,89.1
2009,GO,publica,fundamental,5,91.3
2009,GO,publica,fundamental,6,76.1
2009,GO,publica,fundamental,7,80.4
2009,GO,publica,fundamental,8,84.6
2009,GO,publica,fundamental,9,82.5
2009,GO,total,fundamental,1,95.5
2009,GO,total,fundamental,2,86.4
2009,GO,total,fundamental,3,89
2009,GO,total,fundamental,4,90.5
2009,GO,total,fundamental,5,92.3
2009,GO,total,fundamental,6,82.1
2009,GO,total,fundamental,7,81.6
2009,GO,total,fundamental,8,82.9
2009,GO,total,fundamental,9,82.8
2009,GO,total,medio,1,67.2
2009,GO,total,medio,2,77.1
2009,GO,total,medio,3,83
2009,GO,total,medio,4,79.4
2009,MA,estadual,fundamental,1,95.8
2009,MA,estadual,fundamental,2,87.6
2009,MA,estadual,fundamental,3,83.4
2009,MA,estadual,fundamental,4,86.6
2009,MA,estadual,fundamental,5,88.5
2009,MA,estadual,fundamental,6,82
2009,MA,estadual,fundamental,7,84.6
2009,MA,estadual,fundamental,8,86.3
2009,MA,estadual,fundamental,9,88.5
2009,MA,estadual,medio,1,70.8
2009,MA,estadual,medio,2,77.8
2009,MA,estadual,medio,3,85.8
2009,MA,estadual,medio,4,91
2009,MA,privada,fundamental,1,98.2
2009,MA,privada,fundamental,2,97
2009,MA,privada,fundamental,3,97.4
2009,MA,privada,fundamental,4,97.2
2009,MA,privada,fundamental,5,97
2009,MA,privada,fundamental,6,95.4
2009,MA,privada,fundamental,7,94.7
2009,MA,privada,fundamental,8,95.5
2009,MA,privada,fundamental,9,94.7
2009,MA,privada,medio,1,91
2009,MA,privada,medio,2,93.7
2009,MA,privada,medio,3,95.7
2009,MA,privada,medio,4,93.5
2009,MA,publica,fundamental,1,94.9
2009,MA,publica,fundamental,2,87.4
2009,MA,publica,fundamental,3,83.6
2009,MA,publica,fundamental,4,85
2009,MA,publica,fundamental,5,85.8
2009,MA,publica,fundamental,6,78.8
2009,MA,publica,fundamental,7,81.7
2009,MA,publica,fundamental,8,84.5
2009,MA,publica,fundamental,9,87.3
2009,MA,total,fundamental,1,95.2
2009,MA,total,fundamental,2,88.2
2009,MA,total,fundamental,3,84.6
2009,MA,total,fundamental,4,85.9
2009,MA,total,fundamental,5,86.6
2009,MA,total,fundamental,6,79.7
2009,MA,total,fundamental,7,82.5
2009,MA,total,fundamental,8,85.3
2009,MA,total,fundamental,9,87.9
2009,MA,total,medio,1,72.3
2009,MA,total,medio,2,79.1
2009,MA,total,medio,3,86.8
2009,MA,total,medio,4,92.2
2009,MG,estadual,fundamental,1,98.7
2009,MG,estadual,fundamental,2,98.9
2009,MG,estadual,fundamental,3,94.3
2009,MG,estadual,fundamental,4,98.1
2009,MG,estadual,fundamental,5,94.5
2009,MG,estadual,fundamental,6,77.4
2009,MG,estadual,fundamental,7,82.8
2009,MG,estadual,fundamental,8,80.8
2009,MG,estadual,fundamental,9,79.7
2009,MG,estadual,medio,1,69.9
2009,MG,estadual,medio,2,79.4
2009,MG,estadual,medio,3,83.1
2009,MG,estadual,medio,4,86.9
2009,MG,privada,fundamental,1,98.7
2009,MG,privada,fundamental,2,98.2
2009,MG,privada,fundamental,3,98.5
2009,MG,privada,fundamental,4,98.4
2009,MG,privada,fundamental,5,98.4
2009,MG,privada,fundamental,6,94.9
2009,MG,privada,fundamental,7,94
2009,MG,privada,fundamental,8,93.8
2009,MG,privada,fundamental,9,93.4
2009,MG,privada,medio,1,88.3
2009,MG,privada,medio,2,93.6
2009,MG,privada,medio,3,96
2009,MG,privada,medio,4,99.6
2009,MG,publica,fundamental,1,97.4
2009,MG,publica,fundamental,2,93
2009,MG,publica,fundamental,3,88.5
2009,MG,publica,fundamental,4,94.6
2009,MG,publica,fundamental,5,92.3
2009,MG,publica,fundamental,6,77.6
2009,MG,publica,fundamental,7,82.5
2009,MG,publica,fundamental,8,82
2009,MG,publica,fundamental,9,80.8
2009,MG,total,fundamental,1,97.5
2009,MG,total,fundamental,2,93.5
2009,MG,total,fundamental,3,89.2
2009,MG,total,fundamental,4,94.9
2009,MG,total,fundamental,5,92.9
2009,MG,total,fundamental,6,78.9
2009,MG,total,fundamental,7,83.6
2009,MG,total,fundamental,8,82.9
2009,MG,total,fundamental,9,81.9
2009,MG,total,medio,1,71.6
2009,MG,total,medio,2,81
2009,MG,total,medio,3,84.8
2009,MG,total,medio,4,89.4
2009,MS,estadual,fundamental,1,98.3
2009,MS,estadual,fundamental,2,73
2009,MS,estadual,fundamental,3,81.6
2009,MS,estadual,fundamental,4,81.2
2009,MS,estadual,fundamental,5,85.6
2009,MS,estadual,fundamental,6,69
2009,MS,estadual,fundamental,7,69
2009,MS,estadual,fundamental,8,73.4
2009,MS,estadual,fundamental,9,77.4
2009,MS,estadual,medio,1,59.3
2009,MS,estadual,medio,2,72.5
2009,MS,estadual,medio,3,79
2009,MS,estadual,medio,4,86.4
2009,MS,privada,fundamental,1,99.1
2009,MS,privada,fundamental,2,96.9
2009,MS,privada,fundamental,3,98.4
2009,MS,privada,fundamental,4,98.8
2009,MS,privada,fundamental,5,98.5
2009,MS,privada,fundamental,6,96.4
2009,MS,privada,fundamental,7,95
2009,MS,privada,fundamental,8,94.6
2009,MS,privada,fundamental,9,94.3
2009,MS,privada,medio,1,91.6
2009,MS,privada,medio,2,94.4
